2023-11-29 04:08:56,702 INFO    StreamThr :2638 [internal.py:wandb_internal():86] W&B internal server running at pid: 2638, started at: 2023-11-29 04:08:56.701720
2023-11-29 04:08:56,702 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: status
2023-11-29 04:08:56,704 INFO    WriterThread:2638 [datastore.py:open_for_write():85] open: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/run-xmnuiuvi.wandb
2023-11-29 04:08:56,705 DEBUG   SenderThread:2638 [sender.py:send():380] send: header
2023-11-29 04:08:56,706 DEBUG   SenderThread:2638 [sender.py:send():380] send: run
2023-11-29 04:08:59,090 INFO    SenderThread:2638 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files
2023-11-29 04:08:59,090 INFO    SenderThread:2638 [sender.py:_start_run_threads():1124] run started: xmnuiuvi with start time 1701230936.70168
2023-11-29 04:08:59,097 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: check_version
2023-11-29 04:08:59,098 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: check_version
2023-11-29 04:08:59,143 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: run_start
2023-11-29 04:08:59,148 DEBUG   HandlerThread:2638 [system_info.py:__init__():32] System info init
2023-11-29 04:08:59,148 DEBUG   HandlerThread:2638 [system_info.py:__init__():47] System info init done
2023-11-29 04:08:59,148 INFO    HandlerThread:2638 [system_monitor.py:start():194] Starting system monitor
2023-11-29 04:08:59,148 INFO    SystemMonitor:2638 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-29 04:08:59,149 INFO    HandlerThread:2638 [system_monitor.py:probe():214] Collecting system info
2023-11-29 04:08:59,149 INFO    SystemMonitor:2638 [interfaces.py:start():190] Started cpu monitoring
2023-11-29 04:08:59,149 INFO    SystemMonitor:2638 [interfaces.py:start():190] Started disk monitoring
2023-11-29 04:08:59,149 INFO    SystemMonitor:2638 [interfaces.py:start():190] Started gpu monitoring
2023-11-29 04:08:59,150 INFO    SystemMonitor:2638 [interfaces.py:start():190] Started memory monitoring
2023-11-29 04:08:59,150 INFO    SystemMonitor:2638 [interfaces.py:start():190] Started network monitoring
2023-11-29 04:08:59,172 DEBUG   HandlerThread:2638 [system_info.py:probe():196] Probing system
2023-11-29 04:08:59,174 DEBUG   HandlerThread:2638 [system_info.py:_probe_git():181] Probing git
2023-11-29 04:08:59,178 DEBUG   HandlerThread:2638 [system_info.py:_probe_git():189] Probing git done
2023-11-29 04:08:59,178 DEBUG   HandlerThread:2638 [system_info.py:probe():244] Probing system done
2023-11-29 04:08:59,178 DEBUG   HandlerThread:2638 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1038-aws-x86_64-with-glibc2.31', 'python': '3.10.13', 'heartbeatAt': '2023-11-29T04:08:59.172894', 'startedAt': '2023-11-29T04:08:56.698844', 'docker': None, 'cuda': None, 'args': ('HW3/llms-class-hw-3-main/configs/GPT-tiny.yaml',), 'state': 'running', 'program': '/home/ubuntu/LLM/HW3/llms-class-hw-3-main/src/train/train.py', 'codePathLocal': 'HW3/llms-class-hw-3-main/src/train/train.py', 'codePath': 'HW3/llms-class-hw-3-main/src/train/train.py', 'git': {'remote': 'https://github.com/krishhrana/LLM.git', 'commit': '7032004b271c38186ae5fb467e649cbc9e5e77bb'}, 'email': None, 'root': '/home/ubuntu/LLM', 'host': 'ip-172-31-14-219', 'username': 'ubuntu', 'executable': '/home/ubuntu/miniconda3/envs/HW3/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2857.35225, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 3258.832, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 77.47649002075195, 'used': 64.02568054199219}}, 'gpu': 'NVIDIA A10G', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A10G', 'memory_total': 24146608128}], 'memory': {'total': 30.99468231201172}}
2023-11-29 04:08:59,178 INFO    HandlerThread:2638 [system_monitor.py:probe():224] Finished collecting system info
2023-11-29 04:08:59,178 INFO    HandlerThread:2638 [system_monitor.py:probe():227] Publishing system info
2023-11-29 04:08:59,178 DEBUG   HandlerThread:2638 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-29 04:08:59,178 DEBUG   HandlerThread:2638 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-29 04:08:59,178 DEBUG   HandlerThread:2638 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-29 04:09:00,091 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/conda-environment.yaml
2023-11-29 04:09:00,092 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/requirements.txt
2023-11-29 04:09:01,198 DEBUG   HandlerThread:2638 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-29 04:09:01,199 INFO    HandlerThread:2638 [system_monitor.py:probe():229] Finished publishing system info
2023-11-29 04:09:01,200 DEBUG   SenderThread:2638 [sender.py:send():380] send: files
2023-11-29 04:09:01,200 INFO    SenderThread:2638 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-29 04:09:01,205 DEBUG   SenderThread:2638 [sender.py:send():380] send: telemetry
2023-11-29 04:09:01,207 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: stop_status
2023-11-29 04:09:01,207 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: stop_status
2023-11-29 04:09:01,208 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-29 04:09:01,617 INFO    wandb-upload_0:2638 [upload_job.py:push():131] Uploaded file /tmp/tmpe8sav2imwandb/wtnt0ro3-wandb-metadata.json
2023-11-29 04:09:02,091 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/conda-environment.yaml
2023-11-29 04:09:02,091 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/wandb-metadata.json
2023-11-29 04:09:02,357 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: status_report
2023-11-29 04:09:02,401 DEBUG   SenderThread:2638 [sender.py:send():380] send: exit
2023-11-29 04:09:02,401 INFO    SenderThread:2638 [sender.py:send_exit():585] handling exit code: 1
2023-11-29 04:09:02,401 INFO    SenderThread:2638 [sender.py:send_exit():587] handling runtime: 3
2023-11-29 04:09:02,402 INFO    SenderThread:2638 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-29 04:09:02,402 INFO    SenderThread:2638 [sender.py:send_exit():593] send defer
2023-11-29 04:09:02,402 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,402 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-29 04:09:02,402 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,403 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-29 04:09:02,403 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 1
2023-11-29 04:09:02,403 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,403 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-29 04:09:02,403 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,403 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-29 04:09:02,403 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 2
2023-11-29 04:09:02,403 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,403 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-29 04:09:02,403 INFO    HandlerThread:2638 [system_monitor.py:finish():203] Stopping system monitor
2023-11-29 04:09:02,403 INFO    HandlerThread:2638 [interfaces.py:finish():202] Joined cpu monitor
2023-11-29 04:09:02,404 INFO    HandlerThread:2638 [interfaces.py:finish():202] Joined disk monitor
2023-11-29 04:09:02,404 DEBUG   SystemMonitor:2638 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-29 04:09:02,404 DEBUG   SystemMonitor:2638 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-29 04:09:02,404 DEBUG   SystemMonitor:2638 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-29 04:09:02,421 INFO    HandlerThread:2638 [interfaces.py:finish():202] Joined gpu monitor
2023-11-29 04:09:02,421 INFO    HandlerThread:2638 [interfaces.py:finish():202] Joined memory monitor
2023-11-29 04:09:02,421 INFO    HandlerThread:2638 [interfaces.py:finish():202] Joined network monitor
2023-11-29 04:09:02,421 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,421 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 2
2023-11-29 04:09:02,421 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 3
2023-11-29 04:09:02,422 DEBUG   SenderThread:2638 [sender.py:send():380] send: stats
2023-11-29 04:09:02,422 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,422 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 3
2023-11-29 04:09:02,422 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,422 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 3
2023-11-29 04:09:02,422 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 4
2023-11-29 04:09:02,422 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,422 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 4
2023-11-29 04:09:02,422 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,422 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 4
2023-11-29 04:09:02,422 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 5
2023-11-29 04:09:02,422 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,422 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 5
2023-11-29 04:09:02,423 DEBUG   SenderThread:2638 [sender.py:send():380] send: summary
2023-11-29 04:09:02,423 INFO    SenderThread:2638 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-29 04:09:02,423 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,423 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 5
2023-11-29 04:09:02,423 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 6
2023-11-29 04:09:02,423 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,423 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 6
2023-11-29 04:09:02,423 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,423 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 6
2023-11-29 04:09:02,426 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: status_report
2023-11-29 04:09:02,695 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 7
2023-11-29 04:09:02,695 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: defer
2023-11-29 04:09:02,695 INFO    HandlerThread:2638 [handler.py:handle_request_defer():172] handle defer: 7
2023-11-29 04:09:02,695 DEBUG   SenderThread:2638 [sender.py:send_request():407] send_request: defer
2023-11-29 04:09:02,695 INFO    SenderThread:2638 [sender.py:send_request_defer():609] handle sender defer: 7
2023-11-29 04:09:03,091 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/config.yaml
2023-11-29 04:09:03,092 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/output.log
2023-11-29 04:09:03,092 INFO    Thread-12 :2638 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/LLM/wandb/run-20231129_040856-xmnuiuvi/files/wandb-summary.json
2023-11-29 04:09:03,401 DEBUG   HandlerThread:2638 [handler.py:handle_request():146] handle_request: poll_exit
2023-11-29 04:09:04,405 INFO    SenderThread:2638 [sender.py:transition_state():613] send defer: 8
